,INSTRUMENT,TRADE_PRICE,TRADE_TIME
1502,BVMF3,20.39,1900-01-01 12:50:00
1503,BVMF3,20.37,1900-01-01 13:00:00
1504,BVMF3,20.36,1900-01-01 13:10:00
1505,BVMF3,20.37,1900-01-01 13:20:00
1506,BVMF3,20.38,1900-01-01 13:30:00
1507,BVMF3,20.38,1900-01-01 13:40:00
1508,BVMF3,20.38,1900-01-01 13:50:00
1509,BVMF3,20.37,1900-01-01 14:00:00
1510,BVMF3,20.38,1900-01-01 14:10:00
1511,BVMF3,20.42,1900-01-01 14:20:00
1512,BVMF3,20.6,1900-01-01 14:30:00
1513,BVMF3,20.58,1900-01-01 14:40:00
1514,BVMF3,20.64,1900-01-01 14:50:00
1515,BVMF3,20.66,1900-01-01 15:00:00
1516,BVMF3,20.68,1900-01-01 15:10:00
1517,BVMF3,20.74,1900-01-01 15:20:00
1518,BVMF3,20.59,1900-01-01 15:30:00
1519,BVMF3,20.59,1900-01-01 15:40:00
1520,BVMF3,20.55,1900-01-01 15:50:00
1521,BVMF3,20.57,1900-01-01 16:00:00
1522,BVMF3,20.68,1900-01-01 16:10:00
1523,BVMF3,20.72,1900-01-01 16:20:00
1524,BVMF3,20.65,1900-01-01 16:30:00
1525,BVMF3,20.6,1900-01-01 16:40:00
1526,BVMF3,20.6,1900-01-01 16:50:00
1527,BVMF3,20.66,1900-01-01 17:00:00
1528,BVMF3,20.64,1900-01-01 17:10:00
1529,BVMF3,20.64,1900-01-01 17:20:00
1530,BVMF3,20.64,1900-01-01 17:30:00
1531,BVMF3,20.65,1900-01-01 17:40:00
1532,BVMF3,20.65,1900-01-01 17:50:00
1533,BVMF3,20.65,1900-01-01 18:00:00
1630,BVMF3,20.47,1900-01-01 10:10:00
1631,BVMF3,20.57,1900-01-01 10:20:00
1632,BVMF3,20.61,1900-01-01 10:30:00
1633,BVMF3,20.61,1900-01-01 10:40:00
1634,BVMF3,20.53,1900-01-01 10:50:00
1635,BVMF3,20.58,1900-01-01 11:00:00
1636,BVMF3,20.5,1900-01-01 11:10:00
1637,BVMF3,20.54,1900-01-01 11:20:00
1638,BVMF3,20.62,1900-01-01 11:30:00
1639,BVMF3,20.61,1900-01-01 11:40:00
1640,BVMF3,20.55,1900-01-01 11:50:00
1641,BVMF3,20.53,1900-01-01 12:00:00
1642,BVMF3,20.55,1900-01-01 12:10:00
1643,BVMF3,20.5,1900-01-01 12:20:00
1644,BVMF3,20.51,1900-01-01 12:30:00
1645,BVMF3,20.47,1900-01-01 12:40:00
1646,BVMF3,20.49,1900-01-01 12:50:00
1647,BVMF3,20.43,1900-01-01 13:00:00
1648,BVMF3,20.49,1900-01-01 13:10:00
1649,BVMF3,20.45,1900-01-01 13:20:00
